ActivityStartDate,mo,day,date,MonitoringLocationIdentifier,HydrologicCondition,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure2,ResultMeasure_MeasureUnitCode,ResultStatusIdentifier,HUCEightDigitCode,DrainageAreaMeasure_MeasureValue,DrainageAreaMeasure_MeasureUnitCode,HUC8,PFOR2,PWETL2,PURB2,PAGT2
9/12/06,9,12,2006-09-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.002,0.002,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/14/00,3,14,2000-03-14T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Historical,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/14/00,3,14,2000-03-14T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Historical,14010001,145,sq mi,14010001,46.08,0,0,0.25
11/20/06,11,20,2006-11-20T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,0.004,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
11/20/06,11,20,2006-11-20T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.022,0.022,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/18/06,1,18,2006-01-18T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.003,0.003,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/18/06,1,18,2006-01-18T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.025,0.025,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
5/16/06,5,16,2006-05-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.011,0.011,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
5/16/06,5,16,2006-05-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.181,0.181,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
7/11/06,7,11,2006-07-11T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.013,0.013,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
7/11/06,7,11,2006-07-11T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.024,0.024,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
10/4/06,10,4,2006-10-04T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.006,0.006,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
10/4/06,10,4,2006-10-04T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.035,0.035,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
8/23/06,8,23,2006-08-23T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,0.004,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
8/23/06,8,23,2006-08-23T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/13/06,12,13,2006-12-13T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/13/06,12,13,2006-12-13T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.021,0.021,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/16/02,1,16,2002-01-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.003,0.003,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/16/02,1,16,2002-01-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,0.014,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/8/06,3,8,2006-03-08T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.032,0.032,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
5/17/07,5,17,2007-05-17T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
3/3/03,3,3,2003-03-03T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.003,0.003,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
5/4/05,5,4,2005-05-04T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
4/20/05,4,20,2005-04-20T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
6/8/05,6,8,2005-06-08T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,0.004,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
7/27/05,7,27,2005-07-27T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
8/9/05,8,9,2005-08-09T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
9/21/05,9,21,2005-09-21T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
4/19/06,4,19,2006-04-19T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.006,0.006,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
4/11/02,4,11,2002-04-11T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
5/22/02,5,22,2002-05-22T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
11/21/05,11,21,2005-11-21T00:00:00Z,USGS-09016500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,0.004,mg/l as P,Accepted,14010001,46.9,sq mi,14010001,46.08,0,0,0.25
3/8/06,3,8,2006-03-08T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.069,0.069,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
11/10/11,11,10,2011-11-10T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.021,0.021,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
11/10/11,11,10,2011-11-10T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
2/10/11,2,10,2011-02-10T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.021,0.021,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
2/10/11,2,10,2011-02-10T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.007,0.007,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
11/14/07,11,14,2007-11-14T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
11/14/07,11,14,2007-11-14T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.027,0.027,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
11/8/05,11,8,2005-11-08T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
11/8/05,11,8,2005-11-08T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.024,0.024,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
7/19/11,7,19,2011-07-19T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.124,0.124,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
7/19/11,7,19,2011-07-19T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.021,0.021,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/13/05,12,13,2005-12-13T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.006,0.006,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/13/05,12,13,2005-12-13T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,0.013,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
10/24/12,10,24,2012-10-24T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.118,0.118,mg/l as P,Accepted,14050001,228,sq mi,14050001,87.485,0,0,1.39
12/12/13,12,12,2013-12-12T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.08,0.08,mg/l as P,Accepted,14050001,228,sq mi,14050001,87.485,0,0,1.39
8/21/13,8,21,2013-08-21T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.135,0.135,mg/l as P,Accepted,14050001,228,sq mi,14050001,87.485,0,0,1.39
5/22/13,5,22,2013-05-22T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.029,0.029,mg/l as P,Accepted,14050001,228,sq mi,14050001,87.485,0,0,1.39
2/6/13,2,6,2013-02-06T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.14,0.14,mg/l as P,Accepted,14050001,228,sq mi,14050001,87.485,0,0,1.39
9/26/12,9,26,2012-09-26T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.101,0.101,mg/l as P,Accepted,14050001,228,sq mi,14050001,87.485,0,0,1.39
9/12/13,9,12,2013-09-12T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.108,0.108,mg/l as P,Preliminary,14050001,228,sq mi,14050001,87.485,0,0,1.39
3/28/12,3,28,2012-03-28T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.07,0.07,mg/l as P,Accepted,14050001,228,sq mi,14050001,87.485,0,0,1.39
3/13/00,3,13,2000-03-13T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.07,0.07,mg/l as P,Historical,14050001,228,sq mi,14050001,87.485,0,0,1.39
6/28/12,6,28,2012-06-28T00:00:00Z,USGS-09237500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.104,0.104,mg/l as P,Accepted,14050001,228,sq mi,14050001,87.485,0,0,1.39
3/14/00,3,14,2000-03-14T00:00:00Z,USGS-09244410,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Historical,14050001,1430,sq mi,14050001,87.485,0,0,1.39
5/26/10,5,26,2010-05-26T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.016,0.016,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/4/07,1,4,2007-01-04T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/4/07,1,4,2007-01-04T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.023,0.023,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
2/21/07,2,21,2007-02-21T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.024,0.024,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
2/21/07,2,21,2007-02-21T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.064,0.064,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
4/3/07,4,3,2007-04-03T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.019,0.019,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
4/3/07,4,3,2007-04-03T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.231,0.231,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
5/16/07,5,16,2007-05-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.013,0.013,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
5/16/07,5,16,2007-05-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.225,0.225,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/6/11,12,6,2011-12-06T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/6/11,12,6,2011-12-06T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,0.014,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/12/11,1,12,2011-01-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,0.004,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/12/11,1,12,2011-01-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
5/16/11,5,16,2011-05-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.533,0.533,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
5/16/11,5,16,2011-05-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.018,0.018,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
8/16/11,8,16,2011-08-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.034,0.034,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
8/16/11,8,16,2011-08-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.009,0.009,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
1/9/01,1,9,2001-01-09T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.157,0.157,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
3/21/01,3,21,2001-03-21T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.19,0.19,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
3/5/07,3,5,2007-03-05T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.013,0.013,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/5/07,3,5,2007-03-05T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.038,0.038,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/10/11,3,10,2011-03-10T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.029,0.029,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/10/11,3,10,2011-03-10T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.052,0.052,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
5/26/10,5,26,2010-05-26T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,1.19,1.19,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
10/12/05,10,12,2005-10-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
10/12/05,10,12,2005-10-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/16/10,3,16,2010-03-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.028,0.028,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/16/10,3,16,2010-03-16T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.018,0.018,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
9/28/10,9,28,2010-09-28T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
9/28/10,9,28,2010-09-28T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,0,,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
7/25/07,7,25,2007-07-25T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
7/25/07,7,25,2007-07-25T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
9/11/07,9,11,2007-09-11T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.009,0.009,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
9/11/07,9,11,2007-09-11T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.025,0.025,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
3/21/01,3,21,2001-03-21T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.26,0.26,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
7/17/01,7,17,2001-07-17T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.058,0.058,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
7/17/01,7,17,2001-07-17T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.076,0.076,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
11/6/00,11,6,2000-11-06T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.071,0.071,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
3/29/00,3,29,2000-03-29T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.158,0.158,mg/l as P,Historical,14010001,115,sq mi,14010001,46.08,0,0,0.25
3/29/00,3,29,2000-03-29T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.25,0.25,mg/l as P,Historical,14010001,115,sq mi,14010001,46.08,0,0,0.25
8/1/06,8,1,2006-08-01T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.174,0.174,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
8/1/06,8,1,2006-08-01T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.2,0.2,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
10/12/06,10,12,2006-10-12T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.093,0.093,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
10/12/06,10,12,2006-10-12T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.059,0.059,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
10/4/00,10,4,2000-10-04T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.069,0.069,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
10/4/00,10,4,2000-10-04T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.112,0.112,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
11/6/00,11,6,2000-11-06T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.043,0.043,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
12/12/06,12,12,2006-12-12T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.105,0.105,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
12/12/06,12,12,2006-12-12T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.134,0.134,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
4/5/06,4,5,2006-04-05T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.079,0.079,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
4/5/06,4,5,2006-04-05T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.2,0.2,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
12/6/00,12,6,2000-12-06T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.069,0.069,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
12/6/00,12,6,2000-12-06T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.1,0.1,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
2/15/00,2,15,2000-02-15T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.169,0.169,mg/l as P,Historical,14010001,115,sq mi,14010001,46.08,0,0,0.25
2/15/00,2,15,2000-02-15T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.197,0.197,mg/l as P,Historical,14010001,115,sq mi,14010001,46.08,0,0,0.25
8/21/01,8,21,2001-08-21T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.061,0.061,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
8/21/01,8,21,2001-08-21T00:00:00Z,USGS-09027100,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.099,0.099,mg/l as P,Accepted,14010001,115,sq mi,14010001,46.08,0,0,0.25
12/12/07,12,12,2007-12-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,0.004,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/12/07,12,12,2007-12-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.026,0.026,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
6/12/07,6,12,2007-06-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.011,0.011,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
6/12/07,6,12,2007-06-12T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,0.03,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
4/4/11,4,4,2011-04-04T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.022,0.022,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
4/4/11,4,4,2011-04-04T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.117,0.117,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
9/22/11,9,22,2011-09-22T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.031,0.031,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
9/22/11,9,22,2011-09-22T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.007,0.007,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
10/19/11,10,19,2011-10-19T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.02,0.02,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
10/19/11,10,19,2011-10-19T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,0.005,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/8/10,12,8,2010-12-08T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
12/8/10,12,8,2010-12-08T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,0.004,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
2/18/10,2,18,2010-02-18T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.03,0.03,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
2/18/10,2,18,2010-02-18T00:00:00Z,USGS-09041090,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.008,0.008,mg/l as P,Accepted,14010001,145,sq mi,14010001,46.08,0,0,0.25
