ActivityStartDate,mo,day,date,MonitoringLocationIdentifier,HydrologicCondition,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure_MeasureUnitCode,ResultStatusIdentifier,HUCEightDigitCode,DrainageAreaMeasure_MeasureValue,DrainageAreaMeasure_MeasureUnitCode,SITE_ID,YEAR,PFOR,PWETL,PURB,PAGT,HUC8,HUC8_NM,HUC2,STRAHLER,ST_ORDER
2011-01-06,1,6,2011-01-06T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-07-19,7,19,2007-07-19T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-07-19,7,19,2007-07-19T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.003,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-05-06,5,6,2009-05-06T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.035,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-05-06,5,6,2009-05-06T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.015,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-11-03,11,3,2009-11-03T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-09-21,9,21,2009-09-21T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-09-21,9,21,2009-09-21T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.003,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-01-13,1,13,2009-01-13T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-05-21,5,21,2008-05-21T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-05-21,5,21,2008-05-21T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.007,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-05-22,5,22,2012-05-22T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-05-30,5,30,2012-05-30T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-01-15,1,15,2012-01-15T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.028,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2004-07-21,7,21,2004-07-21T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2004-09-15,9,15,2004-09-15T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2004-04-20,4,20,2004-04-20T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2004-06-07,6,7,2004-06-07T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-04-22,4,22,2008-04-22T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.026,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-04-22,4,22,2008-04-22T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.013,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-11-13,11,13,2008-11-13T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-06-17,6,17,2008-06-17T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-06-17,6,17,2008-06-17T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-09-18,9,18,2008-09-18T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-09-18,9,18,2008-09-18T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.003,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2004-01-14,1,14,2004-01-14T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-05-02,5,2,2012-05-02T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-05-07,5,7,2012-05-07T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-11-16,11,16,2016-11-16T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-07-06,7,6,2016-07-06T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-09-19,9,19,2016-09-19T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-10-24,10,24,2016-10-24T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2009-01-13,1,13,2009-01-13T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-01-15,1,15,2008-01-15T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Dissolved,,,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-01-15,1,15,2008-01-15T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2011-09-06,9,6,2011-09-06T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2011-03-09,3,9,2011-03-09T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-01-17,1,17,2007-01-17T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-01-17,1,17,2007-01-17T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-03-21,3,21,2007-03-21T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.005,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-03-21,3,21,2007-03-21T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-11-07,11,7,2007-11-07T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-11-07,11,7,2007-11-07T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-03-09,3,9,2010-03-09T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2011-11-29,11,29,2011-11-29T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-01-12,1,12,2010-01-12T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2010-09-22,9,22,2010-09-22T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-06-10,6,10,2016-06-10T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-08-22,8,22,2016-08-22T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-01-12,1,12,2016-01-12T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-03-11,3,11,2016-03-11T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-11-16,11,16,2015-11-16T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2012-10-09,10,9,2012-10-09T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-02-10,2,10,2016-02-10T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2008-11-13,11,13,2008-11-13T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-05-07,5,7,2015-05-07T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-05-13,5,13,2015-05-13T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-05-27,5,27,2015-05-27T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-03-31,3,31,2016-03-31T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-04-25,4,25,2016-04-25T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-08-31,8,31,2016-08-31T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-06-21,6,21,2016-06-21T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-05-13,5,13,2016-05-13T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-05-20,5,20,2015-05-20T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-06-02,6,2,2016-06-02T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2013-05-09,5,9,2013-05-09T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.027,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-07-21,7,21,2016-07-21T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2016-08-03,8,3,2016-08-03T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Preliminary,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-07-24,7,24,2014-07-24T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-09-16,9,16,2015-09-16T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-05-10,5,10,2007-05-10T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.009,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2007-05-10,5,10,2007-05-10T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.022,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2005-11-01,11,1,2005-11-01T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.004,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2005-11-01,11,1,2005-11-01T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2006-05-04,5,4,2006-05-04T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.009,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2006-05-04,5,4,2006-05-04T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.031,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-04-02,4,2,2015-04-02T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-04-09,4,9,2015-04-09T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-04-30,4,30,2015-04-30T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-10-21,10,21,2014-10-21T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-07-27,7,27,2015-07-27T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-08-31,8,31,2014-08-31T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-05-14,5,14,2014-05-14T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-06-03,6,3,2015-06-03T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-06-11,6,11,2015-06-11T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-06-18,6,18,2015-06-18T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-06-30,6,30,2015-06-30T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-04-16,4,16,2015-04-16T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-05-07,5,7,2014-05-07T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-01-28,1,28,2014-01-28T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2013-06-18,6,18,2013-06-18T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-04-29,4,29,2014-04-29T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-04-26,4,26,2014-04-26T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-05-22,5,22,2014-05-22T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-09-03,9,3,2015-09-03T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-08-20,8,20,2015-08-20T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-08-01,8,1,2014-08-01T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2014-04-08,4,8,2014-04-08T00:00:00Z,USGS-09013500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,mg/l as P,Accepted,14010001,27.2,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
2015-01-20,1,20,2015-01-20T00:00:00Z,USGS-09032000,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,mg/l as P,Accepted,14010001,20,sq mi,WCOP99-0649,2002,46.08,0,0,0.25,14010001,COLORADO HEADWATERS,14,2,2nd
